customer_id,plan_type,monthly_price,start_date,end_date,is_active,auto_renew
C000058,Basic,199,2025-02-03,,1,1
C000059,Premium,999,2025-04-03,,1,0
C000060,Basic,199,2024-09-15,,1,1
C000061,Basic,199,2024-12-26,,1,1
C000062,Basic,199,2025-03-11,,1,0
C000063,Premium,999,2024-12-18,2025-10-03,0,0
C000064,Standard,499,2025-10-20,,1,0
C000065,Standard,499,2025-07-27,,1,0
C000066,Basic,199,2025-04-06,,1,0
C000067,Premium,999,2025-02-13,2025-08-27,0,0
C000068,Standard,499,2025-06-01,,1,1
C000069,Basic,199,2024-08-30,,1,1
C000070,Basic,199,2025-02-23,2025-03-28,0,0
C000071,Standard,499,2024-08-05,,1,1
C000072,Basic,199,2025-05-23,,1,1
C000073,Basic,199,2025-08-18,,1,1
C000074,Premium,999,2025-04-04,,1,1
C000075,Premium,999,2024-09-09,,1,0
C000076,Standard,499,2025-02-05,,1,1
C000077,Premium,999,2025-05-22,2025-08-18,0,0
C000078,Basic,199,2025-02-06,,1,1
C000079,Basic,199,2025-11-27,,1,1
C000080,Basic,199,2025-08-13,,1,1
C000081,Basic,199,2025-10-16,,1,1
C000082,Standard,499,2024-11-27,,1,1
C000083,Standard,499,2025-04-01,,1,1
C000084,Basic,199,2024-11-23,2025-06-11,0,0
C000085,Standard,499,2025-03-13,,1,0
C000086,Standard,499,2025-03-30,2025-10-20,0,0
C000087,Standard,499,2025-09-15,,1,0
C000088,Standard,499,2025-08-16,,1,1
C000089,Standard,499,2025-07-09,,1,1
C000090,Standard,499,2025-02-13,,1,1
C000091,Standard,499,2024-11-22,2025-07-12,0,0
C000092,Basic,199,2025-11-21,,1,1
C000093,Basic,199,2024-10-05,,1,0
C000094,Standard,499,2024-08-21,2024-10-04,0,0
C000095,Premium,999,2024-10-24,,1,0
C000096,Basic,199,2024-12-07,,1,0
C000097,Basic,199,2024-12-14,,1,1
C000098,Premium,999,2025-09-09,,1,0
C000099,Basic,199,2024-09-07,,1,1
C000100,Basic,199,2025-08-02,2025-11-29,0,0
C000101,Basic,199,2025-07-29,,1,0
C000102,Basic,199,2025-10-26,,1,1
C000103,Basic,199,2025-03-18,,1,1
C000104,Standard,499,2024-07-15,,1,1
C000105,Premium,999,2024-10-29,,1,1
C000106,Basic,199,2025-04-03,,1,1
C000107,Premium,999,2025-06-17,,1,1
C000108,Basic,199,2024-10-26,,1,1
C000109,Standard,499,2025-04-30,,1,1
C000110,Basic,199,2025-09-22,2025-12-20,0,0
C000111,Basic,199,2024-12-12,,1,1
C000112,Basic,199,2025-10-11,,1,0
C000113,Premium,999,2024-07-07,,1,0
C000114,Basic,199,2025-03-30,2025-10-19,0,0
C000115,Premium,999,2025-11-28,,1,1
C000116,Basic,199,2025-01-02,,1,1
C000117,Basic,199,2024-10-20,,1,0
C000118,Basic,199,2025-05-05,2025-12-01,0,0
C000119,Basic,199,2025-01-23,,1,1
C000120,Premium,999,2024-12-07,,1,1
C000121,Basic,199,2025-07-21,,1,0
C000122,Basic,199,2024-12-16,2025-09-14,0,0
C000123,Premium,999,2024-07-04,,1,1
C000124,Basic,199,2025-05-31,2025-07-18,0,0
C000125,Basic,199,2025-11-16,,1,0
C000126,Premium,999,2024-07-23,,1,1
C000127,Basic,199,2024-10-26,,1,1
C000128,Premium,999,2025-07-10,2025-10-17,0,0
C000129,Standard,499,2025-05-14,2025-12-26,0,0
C000130,Basic,199,2025-03-06,,1,0
C000131,Basic,199,2024-09-01,2025-05-24,0,0
C000132,Standard,499,2025-03-07,,1,1
C000133,Standard,499,2024-09-22,2025-04-11,0,0
C000134,Basic,199,2024-09-29,,1,1
C000135,Standard,499,2025-11-13,,1,0
C000136,Standard,499,2024-09-12,,1,1
C000137,Standard,499,2024-11-09,2025-08-02,0,0
C000138,Basic,199,2024-11-12,,1,0
C000139,Basic,199,2025-11-02,2025-12-01,0,0
C000140,Premium,999,2024-12-20,,1,1
C000141,Standard,499,2025-04-01,,1,1
C000142,Premium,999,2025-09-10,2025-11-07,0,0
C000143,Standard,499,2025-02-05,,1,1
C000144,Basic,199,2025-01-25,,1,1
C000145,Premium,999,2025-05-19,,1,1
C000146,Basic,199,2025-08-16,,1,1
C000147,Premium,999,2025-07-21,,1,1
C000148,Standard,499,2025-09-25,,1,1
C000149,Basic,199,2025-10-09,,1,1
C000150,Standard,499,2024-11-04,,1,0
C000151,Basic,199,2025-03-14,,1,1
C000152,Standard,499,2025-02-19,,1,1
C000153,Premium,999,2024-09-07,,1,1
C000154,Basic,199,2025-06-15,2025-12-21,0,0
C000155,Premium,999,2024-07-25,,1,1
C000156,Basic,199,2025-02-24,,1,1
C000157,Basic,199,2025-02-14,,1,1
C000158,Standard,499,2024-07-11,,1,1
C000159,Standard,499,2024-09-14,,1,0
C000160,Basic,199,2024-09-02,,1,1
C000161,Basic,199,2025-02-23,,1,1
C000162,Standard,499,2024-09-11,2025-03-21,0,0
C000163,Standard,499,2024-08-05,,1,1
C000164,Standard,499,2025-06-07,,1,1
C000165,Basic,199,2024-09-14,,1,1
C000166,Premium,999,2025-03-04,2025-04-12,0,0
C000167,Premium,999,2025-04-15,,1,1
C000168,Premium,999,2025-11-13,,1,1
C000169,Standard,499,2025-02-08,,1,0
C000170,Premium,999,2024-11-16,,1,1
C000171,Premium,999,2025-10-31,,1,1
C000172,Premium,999,2025-03-09,,1,1
C000173,Basic,199,2025-10-31,2025-12-12,0,0
C000174,Basic,199,2025-08-24,,1,1
C000175,Standard,499,2025-01-14,,1,0
C000176,Standard,499,2024-10-08,,1,0
C000177,Premium,999,2024-10-11,,1,0
C000178,Basic,199,2025-09-18,,1,1
C000179,Premium,999,2025-07-01,,1,1
C000180,Basic,199,2025-09-10,2025-12-05,0,0
C000181,Premium,999,2025-08-28,,1,1
C000182,Basic,199,2025-10-25,2025-12-28,0,0
C000183,Standard,499,2024-08-28,2024-12-12,0,0
C000184,Premium,999,2024-10-12,,1,1
C000185,Premium,999,2024-09-04,2025-02-24,0,0
C000186,Standard,499,2025-08-20,2025-10-04,0,0
C000187,Standard,499,2025-06-16,,1,0
C000188,Premium,999,2024-10-23,,1,1
C000189,Standard,499,2025-03-15,,1,1
C000190,Standard,499,2025-01-16,2025-08-07,0,0
C000191,Premium,999,2025-01-14,,1,1
C000192,Standard,499,2025-10-06,,1,0
C000193,Standard,499,2024-11-24,,1,1
C000194,Standard,499,2025-09-09,,1,1
C000195,Basic,199,2025-01-07,,1,0
C000196,Standard,499,2025-04-15,,1,1
C000197,Basic,199,2025-10-20,,1,1
C000198,Basic,199,2025-03-16,,1,0
C000199,Basic,199,2024-09-19,,1,0
C000200,Basic,199,2025-09-30,,1,1
C000201,Standard,499,2024-10-12,,1,1
C000202,Standard,499,2024-08-24,,1,1
C000203,Standard,499,2024-07-19,,1,1
C000204,Premium,999,2024-10-07,2025-05-17,0,0
C000205,Premium,999,2025-03-03,,1,1
C000206,Standard,499,2024-12-21,,1,1
C000207,Basic,199,2025-08-24,2025-12-16,0,0
C000208,Standard,499,2025-11-13,,1,1
C000209,Basic,199,2025-11-08,2025-12-25,0,0
C000210,Basic,199,2025-02-07,2025-05-07,0,0
C000211,Standard,499,2025-08-18,,1,0
C000212,Basic,199,2024-09-02,,1,1
C000213,Standard,499,2024-12-19,,1,0
C000214,Standard,499,2025-07-27,,1,1
C000215,Standard,499,2024-07-06,2025-01-09,0,0
C000216,Basic,199,2025-08-07,,1,0
C000217,Standard,499,2025-04-01,,1,1
C000218,Basic,199,2025-10-12,,1,1
C000219,Standard,499,2025-04-22,,1,1
C000220,Basic,199,2025-09-10,,1,1
C000221,Standard,499,2025-11-14,,1,0
C000222,Basic,199,2024-12-09,,1,0
C000223,Standard,499,2025-01-14,,1,1
C000224,Basic,199,2025-05-03,,1,1
C000225,Basic,199,2025-02-11,,1,0
C000226,Basic,199,2024-09-01,,1,0
C000227,Basic,199,2024-09-04,,1,1
C000228,Standard,499,2025-05-21,,1,0
C000229,Basic,199,2024-08-31,,1,1
C000230,Basic,199,2024-08-24,,1,0
C000231,Basic,199,2025-11-04,2025-12-08,0,0
C000232,Standard,499,2025-11-30,,1,0
C000233,Premium,999,2024-12-12,,1,0
C000234,Basic,199,2024-08-31,,1,1
C000235,Basic,199,2024-09-24,,1,1
C000236,Standard,499,2025-01-10,,1,0
C000237,Premium,999,2024-09-12,,1,1
C000238,Basic,199,2024-09-11,2024-10-27,0,0
C000239,Basic,199,2025-03-01,2025-08-17,0,0
C000240,Basic,199,2025-08-21,2025-12-28,0,0
C000241,Standard,499,2024-11-03,,1,1
C000242,Premium,999,2025-03-13,2025-12-22,0,0
C000243,Standard,499,2024-08-13,,1,1
C000244,Basic,199,2024-09-25,,1,0
C000245,Premium,999,2025-09-06,,1,0
C000246,Premium,999,2025-05-23,2025-10-21,0,0
C000247,Basic,199,2025-03-28,2025-11-03,0,0
C000248,Basic,199,2025-01-29,,1,1
C000249,Premium,999,2025-05-21,,1,1
C000250,Premium,999,2025-03-05,,1,1
C000251,Standard,499,2025-04-01,,1,1
C000252,Standard,499,2025-08-13,,1,1
C000253,Basic,199,2024-11-15,,1,0
C000254,Standard,499,2025-05-07,,1,1
C000255,Basic,199,2025-10-15,,1,1
C000256,Premium,999,2025-05-23,,1,0
C000257,Basic,199,2024-09-16,,1,1
C000258,Premium,999,2024-07-13,2025-03-31,0,0
C000259,Basic,199,2025-10-16,,1,1
C000260,Standard,499,2024-10-14,,1,1
C000261,Standard,499,2024-09-17,,1,1
C000262,Premium,999,2025-02-07,,1,1
C000263,Standard,499,2025-04-01,,1,1
C000264,Standard,499,2024-11-16,,1,1
C000265,Standard,499,2025-06-26,2025-12-27,0,0
C000266,Standard,499,2024-09-12,,1,1
C000267,Premium,999,2025-03-11,2025-07-29,0,0
C000268,Premium,999,2025-07-17,,1,1
C000269,Standard,499,2025-04-21,,1,1
C000270,Standard,499,2024-12-12,2025-10-06,0,0
C000271,Basic,199,2025-09-25,,1,1
C000272,Premium,999,2025-05-09,,1,0
C000273,Standard,499,2024-07-12,,1,0
C000274,Premium,999,2025-05-06,,1,1
C000275,Standard,499,2024-10-18,,1,1
C000276,Standard,499,2024-11-18,,1,1
C000277,Basic,199,2025-03-31,,1,1
C000278,Premium,999,2024-10-30,2025-05-02,0,0
C000279,Standard,499,2024-10-21,,1,0
C000280,Standard,499,2024-12-10,,1,1
C000281,Standard,499,2025-04-08,,1,0
C000282,Basic,199,2025-04-18,2025-08-15,0,0
C000283,Basic,199,2025-02-04,2025-05-02,0,0
C000284,Premium,999,2025-06-20,,1,1
C000285,Premium,999,2025-01-28,,1,1
C000286,Premium,999,2025-03-31,,1,1
C000287,Standard,499,2025-11-16,,1,1
C000288,Premium,999,2025-03-18,,1,1
C000289,Premium,999,2024-08-25,,1,1
C000290,Standard,499,2024-10-06,2025-05-15,0,0
C000291,Basic,199,2025-09-10,,1,1
C000292,Basic,199,2025-04-13,2025-06-01,0,0
C000293,Premium,999,2024-08-18,,1,1
C000294,Standard,499,2024-07-07,,1,1
C000295,Basic,199,2025-06-10,,1,1
C000296,Premium,999,2024-11-14,,1,0
C000297,Basic,199,2025-03-29,,1,0
C000298,Standard,499,2024-12-16,,1,0
C000299,Basic,199,2025-09-29,,1,1
C000300,Standard,499,2025-09-14,,1,1
C000301,Premium,999,2024-07-13,,1,1
C000302,Basic,199,2024-10-26,,1,1
C000303,Basic,199,2024-09-19,,1,1
C000304,Basic,199,2024-12-03,,1,1
C000305,Basic,199,2024-08-09,,1,1
C000306,Basic,199,2025-07-17,,1,1
C000307,Standard,499,2024-12-02,,1,1
C000308,Premium,999,2025-09-17,,1,1
C000309,Basic,199,2024-11-11,,1,1
C000310,Basic,199,2024-08-15,,1,1
C000311,Basic,199,2025-05-15,,1,0
C000312,Premium,999,2025-07-12,2025-11-22,0,0
C000313,Basic,199,2024-08-13,2024-10-29,0,0
C000314,Standard,499,2025-07-05,,1,1
C000315,Premium,999,2025-02-04,,1,1
C000316,Basic,199,2025-03-16,,1,1
C000317,Standard,499,2024-10-17,,1,1
C000318,Standard,499,2025-07-01,,1,1
C000319,Standard,499,2025-08-24,,1,1
C000320,Standard,499,2024-12-09,,1,1
C000321,Basic,199,2025-03-03,,1,1
C000322,Basic,199,2024-12-17,2025-08-31,0,0
C000323,Premium,999,2025-01-01,2025-10-17,0,0
C000324,Premium,999,2025-08-30,,1,1
C000325,Standard,499,2024-07-29,2024-09-09,0,0
C000326,Premium,999,2025-01-03,,1,0
C000327,Basic,199,2025-06-09,,1,1
C000328,Basic,199,2025-08-29,2025-12-02,0,0
C000329,Premium,999,2025-03-15,,1,0
C000330,Standard,499,2025-04-03,,1,1
C000331,Basic,199,2024-12-14,,1,0
C000332,Basic,199,2024-10-22,,1,0
C000333,Premium,999,2025-07-30,,1,0
C000334,Basic,199,2024-08-12,,1,1
C000335,Standard,499,2025-10-28,2025-12-26,0,0
C000336,Premium,999,2025-02-16,,1,1
C000337,Premium,999,2025-01-24,,1,1
C000338,Basic,199,2025-10-18,,1,1
C000339,Standard,499,2025-06-27,,1,1
C000340,Basic,199,2025-05-12,2025-09-16,0,0
C000341,Basic,199,2025-02-22,,1,1
C000342,Basic,199,2025-02-17,,1,0
C000343,Basic,199,2024-07-28,,1,1
C000344,Premium,999,2025-01-17,,1,1
C000345,Premium,999,2025-08-16,,1,0
C000346,Standard,499,2025-06-05,2025-12-26,0,0
C000347,Basic,199,2025-04-15,,1,1
C000348,Premium,999,2024-09-13,2025-06-17,0,0
C000349,Basic,199,2025-04-15,2025-12-21,0,0
C000350,Standard,499,2025-06-28,,1,1
C000351,Standard,499,2025-08-17,,1,0
C000352,Basic,199,2025-06-08,,1,0
C000353,Basic,199,2024-08-01,,1,1
C000354,Standard,499,2024-10-30,2025-05-15,0,0
C000355,Standard,499,2025-03-28,2025-07-09,0,0
C000356,Basic,199,2025-01-02,,1,0
C000357,Standard,499,2025-04-01,2025-06-20,0,0
C000358,Standard,499,2024-08-12,,1,0
C000359,Premium,999,2024-10-23,,1,1
C000360,Standard,499,2025-09-21,,1,0
C000361,Standard,499,2025-06-22,2025-12-09,0,0
C000362,Premium,999,2025-05-21,,1,1
C000363,Basic,199,2025-09-23,,1,1
C000364,Basic,199,2024-10-30,,1,1
C000365,Standard,499,2025-08-02,,1,1
C000366,Premium,999,2025-01-14,,1,1
C000367,Basic,199,2025-03-21,,1,0
C000368,Premium,999,2024-08-18,,1,1
C000369,Basic,199,2025-09-23,2025-12-29,0,0
C000370,Basic,199,2024-07-05,2024-11-17,0,0
C000371,Basic,199,2025-01-21,,1,0
C000372,Basic,199,2025-07-11,,1,1
C000373,Basic,199,2025-09-18,2025-11-05,0,0
C000374,Basic,199,2024-09-13,,1,1
C000375,Basic,199,2025-06-07,,1,1
C000376,Basic,199,2025-05-21,,1,1
C000377,Standard,499,2024-11-08,,1,0
C000378,Premium,999,2025-05-07,2025-12-18,0,0
C000379,Standard,499,2025-05-16,2025-12-27,0,0
C000380,Basic,199,2025-08-26,2025-09-27,0,0
C000381,Premium,999,2025-06-03,2025-12-09,0,0
C000382,Premium,999,2025-08-20,,1,1
C000383,Basic,199,2025-05-02,,1,1
C000384,Standard,499,2024-11-11,,1,0
C000385,Standard,499,2025-01-16,,1,1
C000386,Standard,499,2025-09-07,,1,1
C000387,Premium,999,2025-07-27,,1,1
C000388,Standard,499,2024-12-29,,1,0
C000389,Premium,999,2025-05-08,2025-06-29,0,0
C000390,Basic,199,2025-08-23,,1,0
C000391,Standard,499,2024-07-04,2024-09-16,0,0
C000392,Standard,499,2025-05-11,,1,1
C000393,Standard,499,2025-04-23,2025-11-09,0,0
C000394,Premium,999,2025-02-04,,1,1
C000395,Standard,499,2025-09-17,2025-12-02,0,0
C000396,Standard,499,2025-05-29,2025-07-21,0,0
C000397,Standard,499,2025-10-23,2025-12-14,0,0
C000398,Basic,199,2025-09-29,,1,1
C000399,Premium,999,2025-09-29,,1,1
C000400,Standard,499,2025-02-07,2025-08-15,0,0
C000401,Premium,999,2025-10-31,,1,1
C000402,Premium,999,2024-12-24,2025-02-03,0,0
C000403,Premium,999,2024-09-28,2025-04-05,0,0
C000404,Premium,999,2025-04-20,,1,0
C000405,Premium,999,2025-06-12,,1,1
C000406,Standard,499,2024-10-07,,1,1
C000407,Basic,199,2025-03-01,,1,0
C000408,Standard,499,2025-05-17,2025-10-01,0,0
C000409,Premium,999,2025-02-19,,1,1
C000410,Premium,999,2025-01-23,,1,1
C000411,Premium,999,2024-12-01,,1,0
C000412,Basic,199,2024-07-29,,1,1
C000413,Basic,199,2024-08-20,2025-03-02,0,0
C000414,Premium,999,2025-03-11,2025-07-21,0,0
C000415,Standard,499,2025-11-02,,1,1
C000416,Standard,499,2024-09-16,2025-01-22,0,0
C000417,Standard,499,2025-10-13,,1,1
C000418,Premium,999,2025-09-01,,1,1
C000419,Basic,199,2025-01-19,,1,1
C000420,Standard,499,2025-08-01,,1,1
C000421,Standard,499,2025-11-22,,1,0
C000422,Premium,999,2025-08-17,2025-12-22,0,0
C000423,Standard,499,2025-03-10,,1,1
C000424,Basic,199,2024-12-02,,1,1
C000425,Standard,499,2024-07-09,,1,0
C000426,Basic,199,2024-10-21,,1,0
C000427,Premium,999,2025-09-12,2025-12-06,0,0
C000428,Basic,199,2025-02-13,,1,1
C000429,Standard,499,2024-12-31,2025-09-12,0,0
C000430,Premium,999,2025-10-22,,1,1
C000431,Standard,499,2024-08-24,,1,0
C000432,Standard,499,2025-03-16,,1,0
C000433,Premium,999,2024-11-05,,1,1
C000434,Basic,199,2025-10-14,,1,1
C000435,Basic,199,2024-11-17,,1,1
C000436,Premium,999,2025-10-22,,1,1
C000437,Premium,999,2025-05-24,,1,1
C000438,Basic,199,2025-09-30,,1,1
C000439,Basic,199,2025-09-13,,1,1
C000440,Standard,499,2025-10-03,,1,1
C000441,Basic,199,2024-12-13,,1,0
C000442,Standard,499,2025-11-02,2025-12-22,0,0
C000443,Standard,499,2025-10-07,,1,0
C000444,Basic,199,2025-03-26,,1,1
C000445,Standard,499,2025-03-14,,1,0
C000446,Premium,999,2025-04-13,,1,1
C000447,Standard,499,2025-11-12,2025-12-25,0,0
C000448,Premium,999,2025-03-05,,1,0
C000449,Standard,499,2025-04-11,,1,1
C000450,Basic,199,2025-09-27,,1,1
C000451,Basic,199,2024-09-21,,1,1
C000452,Basic,199,2025-04-22,,1,1
C000453,Premium,999,2025-03-01,,1,1
C000454,Standard,499,2025-04-08,,1,0
C000455,Premium,999,2025-06-12,,1,1
C000456,Basic,199,2025-05-27,,1,1
C000457,Basic,199,2024-09-24,,1,1
C000458,Basic,199,2024-11-22,,1,1
C000459,Standard,499,2024-12-05,2025-05-24,0,0
C000460,Premium,999,2025-02-25,2025-05-24,0,0
C000461,Standard,499,2025-07-31,,1,1
C000462,Basic,199,2024-12-07,,1,1
C000463,Standard,499,2025-02-08,,1,0
C000464,Standard,499,2024-09-07,,1,1
C000465,Standard,499,2025-09-01,,1,1
C000466,Basic,199,2025-08-25,,1,1
C000467,Basic,199,2025-06-07,,1,0
C000468,Premium,999,2025-10-24,,1,1
C000469,Standard,499,2025-09-02,,1,1
C000470,Basic,199,2024-09-05,,1,0
C000471,Basic,199,2025-01-31,,1,1
C000472,Standard,499,2025-09-07,,1,1
C000473,Standard,499,2025-08-06,,1,0
C000474,Premium,999,2024-07-24,,1,1
C000475,Premium,999,2025-07-28,,1,1
C000476,Basic,199,2025-11-04,,1,1
C000477,Premium,999,2024-07-10,,1,1
C000478,Basic,199,2025-06-29,,1,0
C000479,Basic,199,2025-05-05,2025-06-11,0,0
C000480,Standard,499,2025-08-07,,1,1
C000481,Basic,199,2025-09-06,,1,1
C000482,Premium,999,2025-02-14,,1,1
C000483,Basic,199,2025-11-15,,1,0
C000484,Premium,999,2025-02-13,,1,1
C000485,Basic,199,2025-04-09,,1,1
C000486,Basic,199,2025-09-23,,1,1
C000487,Standard,499,2025-11-13,2025-12-27,0,0
C000488,Standard,499,2024-08-02,2024-12-15,0,0
C000489,Basic,199,2025-08-06,,1,1
C000490,Standard,499,2025-06-13,,1,1
C000491,Standard,499,2025-08-22,,1,0
C000492,Basic,199,2024-12-20,,1,1
C000493,Basic,199,2025-10-25,,1,1
C000494,Standard,499,2024-11-11,,1,1
C000495,Standard,499,2024-07-31,,1,1
C000496,Premium,999,2025-08-11,,1,1
C000497,Basic,199,2024-07-31,,1,1
C000498,Basic,199,2024-09-27,,1,1
C000499,Standard,499,2025-09-15,,1,1
C000500,Basic,199,2024-11-19,2025-06-16,0,0
C000501,Standard,499,2025-10-19,,1,1
C000502,Standard,499,2025-01-06,2025-07-18,0,0
C000503,Basic,199,2024-08-24,,1,1
C000504,Basic,199,2025-03-27,,1,1
C000505,Premium,999,2025-07-27,,1,0
C000506,Basic,199,2025-06-04,,1,1
C000507,Premium,999,2025-02-05,,1,1
C000508,Basic,199,2025-10-12,,1,1
C000509,Basic,199,2025-06-03,,1,0
C000510,Premium,999,2025-06-14,,1,1
C000511,Standard,499,2025-07-27,,1,0
C000512,Standard,499,2025-04-14,,1,1
C000513,Premium,999,2025-09-08,,1,1
C000514,Basic,199,2025-03-19,,1,0
C000515,Premium,999,2024-09-25,,1,1
C000516,Standard,499,2025-10-28,,1,0
C000517,Basic,199,2024-07-23,,1,0
C000518,Basic,199,2024-08-26,2025-02-10,0,0
C000519,Standard,499,2025-06-27,,1,1
C000520,Premium,999,2025-02-18,2025-05-31,0,0
C000521,Basic,199,2024-09-12,,1,0
C000522,Standard,499,2024-08-14,,1,1
C000523,Premium,999,2024-08-04,,1,1
C000524,Standard,499,2025-03-14,2025-09-05,0,0
C000525,Standard,499,2025-01-24,,1,1
C000526,Basic,199,2024-07-24,2024-12-26,0,0
C000527,Premium,999,2024-12-07,,1,1
C000528,Premium,999,2025-03-05,,1,1
C000529,Basic,199,2024-11-10,2025-03-07,0,0
C000530,Standard,499,2025-10-31,,1,1
C000531,Standard,499,2024-10-29,,1,0
C000532,Premium,999,2025-02-12,,1,1
C000533,Standard,499,2025-10-23,,1,0
C000534,Premium,999,2025-03-23,,1,1
C000535,Standard,499,2025-07-16,,1,0
C000536,Basic,199,2024-12-22,,1,1
C000537,Basic,199,2024-10-29,2025-01-03,0,0
C000538,Standard,499,2024-12-18,,1,0
C000539,Premium,999,2025-05-18,,1,1
C000540,Basic,199,2024-10-22,,1,0
C000541,Standard,499,2024-07-30,,1,1
C000542,Basic,199,2025-05-19,,1,1
C000543,Premium,999,2025-07-23,2025-12-11,0,0
C000544,Basic,199,2025-08-14,2025-12-13,0,0
C000545,Basic,199,2025-01-23,,1,1
C000546,Premium,999,2024-09-19,,1,0
C000547,Standard,499,2025-03-09,,1,0
C000548,Premium,999,2024-10-16,2025-06-30,0,0
C000549,Standard,499,2025-05-08,,1,1
C000550,Premium,999,2024-11-04,,1,1
C000551,Premium,999,2024-08-15,,1,0
C000552,Standard,499,2025-06-24,,1,0
C000553,Premium,999,2025-09-15,,1,1
C000554,Premium,999,2025-07-18,,1,0
C000555,Basic,199,2024-09-12,2024-11-06,0,0
C000556,Standard,499,2025-06-18,,1,0
C000557,Basic,199,2024-07-16,,1,1
C000558,Basic,199,2025-09-07,,1,1
C000559,Premium,999,2025-11-17,,1,0
C000560,Standard,499,2024-10-20,2025-01-24,0,0
C000561,Premium,999,2025-09-20,,1,1
C000562,Standard,499,2025-07-09,,1,1
C000563,Basic,199,2025-10-17,,1,0
C000564,Standard,499,2024-12-07,,1,1
C000565,Standard,499,2025-09-22,,1,1
C000566,Premium,999,2024-12-31,,1,1
C000567,Premium,999,2025-04-06,,1,1
C000568,Standard,499,2025-11-11,,1,1
C000569,Premium,999,2025-10-23,,1,1
C000570,Premium,999,2025-09-23,,1,1
C000571,Standard,499,2025-04-04,2025-05-18,0,0
C000572,Premium,999,2025-05-30,,1,1
C000573,Basic,199,2025-03-12,,1,1
C000574,Basic,199,2024-09-30,,1,1
C000575,Premium,999,2025-04-15,2025-12-02,0,0
C000576,Premium,999,2025-10-08,,1,1
C000577,Premium,999,2025-03-10,2025-05-04,0,0
C000578,Standard,499,2025-10-22,,1,1
C000579,Premium,999,2025-07-27,2025-10-19,0,0
C000580,Standard,499,2025-06-13,,1,1
C000581,Premium,999,2024-08-02,,1,0
C000582,Premium,999,2025-11-22,,1,1
C000583,Standard,499,2025-06-01,2025-12-29,0,0
C000584,Standard,499,2025-01-06,,1,0
C000585,Premium,999,2025-11-15,,1,1
C000586,Basic,199,2025-02-06,,1,1
C000587,Standard,499,2025-07-02,,1,1
C000588,Premium,999,2025-03-25,,1,0
C000589,Standard,499,2025-06-17,,1,1
C000590,Premium,999,2025-04-16,,1,1
C000591,Premium,999,2025-04-12,,1,1
C000592,Basic,199,2024-07-14,,1,0
C000593,Standard,499,2025-01-15,2025-03-30,0,0
C000594,Premium,999,2024-09-29,,1,1
C000595,Premium,999,2025-03-08,2025-11-11,0,0
C000596,Standard,499,2025-08-24,,1,0
C000597,Premium,999,2025-11-16,,1,1
C000598,Standard,499,2025-03-07,,1,0
