txn_id,customer_id,txn_date,amount,payment_status,payment_method
TXN00000204,C000018,2025-02-14,1034.72,success,NetBanking
TXN00000205,C000018,2025-03-16,984.85,success,UPI
TXN00000206,C000018,2025-04-15,955.83,success,NetBanking
TXN00000207,C000018,2025-05-15,956.94,success,UPI
TXN00000208,C000018,2025-06-14,991.26,success,NetBanking
TXN00000209,C000018,2025-07-14,1020.75,success,NetBanking
TXN00000210,C000018,2025-08-13,968.93,success,UPI
TXN00000211,C000018,2025-09-12,997.33,success,Card
TXN00000212,C000018,2025-10-12,994.79,success,NetBanking
TXN00000213,C000018,2025-11-11,991.87,success,UPI
TXN00000214,C000018,2025-12-11,981.44,success,UPI
TXN00000215,C000019,2025-10-06,1047.69,success,NetBanking
TXN00000216,C000019,2025-11-05,1033.3,success,NetBanking
TXN00000217,C000019,2025-12-05,981.24,success,UPI
TXN00000218,C000020,2025-04-14,513.84,success,UPI
TXN00000219,C000020,2025-05-14,488.3,success,Card
TXN00000220,C000020,2025-06-13,479.71,success,Card
TXN00000221,C000020,2025-07-13,504.53,success,Card
TXN00000222,C000020,2025-08-12,505.74,success,UPI
TXN00000223,C000020,2025-09-11,499.13,success,UPI
TXN00000224,C000020,2025-10-11,494.1,success,NetBanking
TXN00000225,C000020,2025-11-10,496.63,success,UPI
TXN00000226,C000020,2025-12-10,496.2,success,NetBanking
TXN00000227,C000021,2024-07-10,490.01,success,NetBanking
TXN00000228,C000021,2024-08-09,491.08,success,Card
TXN00000229,C000021,2024-09-08,508.41,success,Card
TXN00000230,C000021,2024-10-08,514.49,success,UPI
TXN00000231,C000021,2024-11-07,479.81,success,NetBanking
TXN00000232,C000021,2024-12-07,496.47,success,Card
TXN00000233,C000021,2025-01-06,513.74,success,Wallet
TXN00000234,C000021,2025-02-05,497.5,success,Card
TXN00000235,C000021,2025-03-07,519.61,success,UPI
TXN00000236,C000021,2025-04-06,502.55,success,Card
TXN00000237,C000021,2025-05-06,500.98,success,NetBanking
TXN00000238,C000021,2025-06-05,512.77,success,Card
TXN00000239,C000021,2025-07-05,494.74,success,NetBanking
TXN00000240,C000021,2025-08-04,512.55,success,UPI
TXN00000241,C000021,2025-09-03,492.04,success,NetBanking
TXN00000242,C000021,2025-10-03,512.22,success,UPI
TXN00000243,C000021,2025-11-02,517.87,success,UPI
TXN00000244,C000021,2025-12-02,513.51,success,UPI
TXN00000245,C000022,2024-12-14,1026.42,success,Wallet
TXN00000246,C000022,2025-01-13,966.27,success,NetBanking
TXN00000247,C000022,2025-02-12,1027.27,success,UPI
TXN00000248,C000022,2025-03-14,1039.12,success,Wallet
TXN00000249,C000022,2025-04-13,957.4,success,Wallet
TXN00000250,C000022,2025-05-13,961.05,success,UPI
TXN00000251,C000022,2025-06-12,957.1,success,Wallet
TXN00000252,C000022,2025-07-12,976.26,success,Card
TXN00000253,C000022,2025-08-11,992.39,success,Wallet
TXN00000254,C000022,2025-09-10,1043.12,success,Card
TXN00000255,C000022,2025-10-10,964.82,success,UPI
TXN00000256,C000022,2025-11-09,1014.29,success,UPI
TXN00000257,C000022,2025-12-09,1024.25,success,Card
TXN00000258,C000023,2025-09-09,190.28,success,NetBanking
TXN00000259,C000023,2025-10-09,196.26,success,UPI
TXN00000260,C000023,2025-11-08,196.73,success,Card
TXN00000261,C000023,2025-12-08,201.45,success,NetBanking
TXN00000262,C000024,2025-06-17,197.8,success,UPI
TXN00000263,C000024,2025-07-17,203.11,success,UPI
TXN00000264,C000024,2025-08-16,191.2,success,UPI
TXN00000265,C000024,2025-09-15,190.74,success,UPI
TXN00000266,C000024,2025-10-15,203.87,success,UPI
TXN00000267,C000024,2025-11-14,196.28,success,UPI
TXN00000268,C000024,2025-12-14,195.54,success,NetBanking
TXN00000269,C000025,2025-04-14,1026.54,success,Card
TXN00000270,C000025,2025-05-14,964.07,success,NetBanking
TXN00000271,C000025,2025-06-13,1023.58,success,UPI
TXN00000272,C000025,2025-07-13,1022.26,success,Card
TXN00000273,C000025,2025-08-12,1030.04,success,UPI
TXN00000274,C000025,2025-09-11,1031.21,success,NetBanking
TXN00000275,C000025,2025-10-11,1033.98,success,UPI
TXN00000276,C000025,2025-11-10,975.5,success,Card
TXN00000277,C000025,2025-12-10,1022.13,failed,Card
TXN00000278,C000026,2024-12-10,1004.55,success,NetBanking
TXN00000279,C000026,2025-01-09,1023.56,success,NetBanking
TXN00000280,C000026,2025-02-08,1006.72,success,NetBanking
TXN00000281,C000026,2025-03-10,987.48,success,UPI
TXN00000282,C000026,2025-04-09,1026.82,success,UPI
TXN00000283,C000026,2025-05-09,1026.85,success,Card
TXN00000284,C000026,2025-06-08,1031.0,success,NetBanking
TXN00000285,C000026,2025-07-08,1000.39,success,UPI
TXN00000286,C000026,2025-08-07,1045.28,success,UPI
TXN00000287,C000026,2025-09-06,1025.52,success,UPI
TXN00000288,C000026,2025-10-06,976.44,success,UPI
TXN00000289,C000026,2025-11-05,974.55,success,Card
TXN00000290,C000026,2025-12-05,989.47,success,Wallet
TXN00000291,C000027,2025-02-09,969.79,success,Card
TXN00000292,C000027,2025-03-11,961.89,success,Card
TXN00000293,C000027,2025-04-10,1029.97,success,UPI
TXN00000294,C000027,2025-05-10,966.59,success,UPI
TXN00000295,C000027,2025-06-09,1001.82,success,NetBanking
TXN00000296,C000027,2025-07-09,993.63,success,NetBanking
TXN00000297,C000027,2025-08-08,1007.97,success,Card
TXN00000298,C000027,2025-09-07,967.38,success,Wallet
TXN00000299,C000027,2025-10-07,989.04,success,Card
TXN00000300,C000027,2025-11-06,993.56,success,Card
TXN00000301,C000027,2025-12-06,987.81,success,Card
TXN00000302,C000028,2025-06-13,962.35,success,Card
TXN00000303,C000028,2025-07-13,979.72,success,Card
TXN00000304,C000028,2025-08-12,955.58,success,UPI
TXN00000305,C000028,2025-09-11,963.72,success,Card
TXN00000306,C000028,2025-10-11,950.94,success,UPI
TXN00000307,C000028,2025-11-10,961.47,success,NetBanking
TXN00000308,C000028,2025-12-10,981.17,success,UPI
TXN00000309,C000029,2024-10-16,497.36,success,NetBanking
TXN00000310,C000029,2024-11-15,501.38,success,Wallet
TXN00000311,C000030,2024-10-06,491.25,success,NetBanking
TXN00000312,C000030,2024-11-05,501.34,success,Card
TXN00000313,C000030,2024-12-05,478.06,failed,UPI
TXN00000314,C000030,2025-01-04,478.75,success,UPI
TXN00000315,C000030,2025-02-03,479.96,success,Card
TXN00000316,C000030,2025-03-05,487.49,success,Wallet
TXN00000317,C000030,2025-04-04,517.81,success,NetBanking
TXN00000318,C000030,2025-05-04,513.31,success,NetBanking
TXN00000319,C000030,2025-06-03,515.74,success,Card
TXN00000320,C000030,2025-07-03,481.73,success,UPI
TXN00000321,C000030,2025-08-02,510.28,success,UPI
TXN00000322,C000030,2025-09-01,481.26,success,UPI
TXN00000323,C000030,2025-10-01,492.0,success,Card
TXN00000324,C000030,2025-10-31,480.31,success,NetBanking
TXN00000325,C000030,2025-11-30,504.12,success,UPI
TXN00000326,C000030,2025-12-30,480.52,success,Card
TXN00000327,C000031,2025-07-28,499.96,success,UPI
TXN00000328,C000031,2025-08-27,518.82,success,UPI
TXN00000329,C000031,2025-09-26,479.72,success,UPI
TXN00000330,C000031,2025-10-26,502.01,success,Card
TXN00000331,C000031,2025-11-25,522.43,success,Wallet
TXN00000332,C000031,2025-12-25,491.07,success,UPI
TXN00000333,C000032,2024-10-11,496.68,success,Wallet
TXN00000334,C000032,2024-11-10,490.47,success,Card
TXN00000335,C000032,2024-12-10,479.58,success,Card
TXN00000336,C000032,2025-01-09,511.75,success,UPI
TXN00000337,C000032,2025-02-08,507.91,success,NetBanking
TXN00000338,C000032,2025-03-10,489.63,success,NetBanking
TXN00000339,C000032,2025-04-09,515.46,success,NetBanking
TXN00000340,C000032,2025-05-09,488.09,success,UPI
TXN00000341,C000032,2025-06-08,487.55,success,Card
TXN00000342,C000032,2025-07-08,480.84,success,NetBanking
TXN00000343,C000032,2025-08-07,514.63,success,UPI
TXN00000344,C000032,2025-09-06,482.61,success,Card
TXN00000345,C000032,2025-10-06,503.07,success,Card
TXN00000346,C000032,2025-11-05,479.72,success,UPI
TXN00000347,C000032,2025-12-05,500.62,success,Wallet
TXN00000348,C000033,2025-07-06,973.73,success,UPI
TXN00000349,C000033,2025-08-05,1046.42,success,UPI
TXN00000350,C000033,2025-09-04,968.07,success,NetBanking
TXN00000351,C000033,2025-10-04,1037.19,success,NetBanking
TXN00000352,C000033,2025-11-03,1026.84,success,Card
TXN00000353,C000034,2025-06-21,498.52,success,Card
TXN00000354,C000034,2025-07-21,487.52,success,NetBanking
TXN00000355,C000034,2025-08-20,476.21,success,Card
TXN00000356,C000034,2025-09-19,508.5,success,Wallet
TXN00000357,C000034,2025-10-19,491.24,failed,UPI
TXN00000358,C000034,2025-11-18,476.2,failed,UPI
TXN00000359,C000035,2025-03-31,205.86,success,NetBanking
TXN00000360,C000035,2025-04-30,194.3,success,UPI
TXN00000361,C000035,2025-05-30,196.76,success,UPI
TXN00000362,C000035,2025-06-29,208.89,success,Card
TXN00000363,C000035,2025-07-29,197.15,success,UPI
TXN00000364,C000035,2025-08-28,191.55,success,UPI
TXN00000365,C000035,2025-09-27,198.78,success,UPI
TXN00000366,C000035,2025-10-27,192.87,success,NetBanking
TXN00000367,C000035,2025-11-26,194.65,success,UPI
TXN00000368,C000035,2025-12-26,208.01,success,UPI
TXN00000369,C000036,2024-08-17,1022.49,success,UPI
TXN00000370,C000036,2024-09-16,1025.14,failed,UPI
TXN00000371,C000036,2024-10-16,998.12,success,Card
TXN00000372,C000036,2024-11-15,1035.96,success,NetBanking
TXN00000373,C000036,2024-12-15,965.96,success,NetBanking
TXN00000374,C000036,2025-01-14,1037.71,success,NetBanking
TXN00000375,C000036,2025-02-13,986.73,success,UPI
TXN00000376,C000036,2025-03-15,1046.76,success,NetBanking
TXN00000377,C000036,2025-04-14,1012.22,success,UPI
TXN00000378,C000036,2025-05-14,971.23,success,UPI
TXN00000379,C000036,2025-06-13,1020.67,success,UPI
TXN00000380,C000036,2025-07-13,1030.74,success,Wallet
TXN00000381,C000036,2025-08-12,1025.04,success,Card
TXN00000382,C000036,2025-09-11,1038.77,success,Card
TXN00000383,C000036,2025-10-11,1008.24,success,Card
TXN00000384,C000036,2025-11-10,1002.34,success,NetBanking
TXN00000385,C000036,2025-12-10,1022.61,success,UPI
TXN00000386,C000037,2025-10-17,207.02,success,Card
TXN00000387,C000037,2025-11-16,204.13,success,NetBanking
TXN00000388,C000037,2025-12-16,202.1,success,NetBanking
TXN00000389,C000038,2024-11-08,191.86,success,UPI
TXN00000390,C000038,2024-12-08,204.91,success,Card
TXN00000391,C000038,2025-01-07,191.17,success,UPI
TXN00000392,C000038,2025-02-06,206.62,success,NetBanking
TXN00000393,C000038,2025-03-08,200.3,success,UPI
TXN00000394,C000038,2025-04-07,207.76,success,Card
TXN00000395,C000038,2025-05-07,203.64,success,NetBanking
TXN00000396,C000038,2025-06-06,202.57,success,NetBanking
TXN00000397,C000038,2025-07-06,205.67,success,Wallet
TXN00000398,C000038,2025-08-05,198.1,failed,NetBanking
TXN00000399,C000038,2025-09-04,198.36,success,NetBanking
TXN00000400,C000038,2025-10-04,199.96,success,UPI
TXN00000401,C000038,2025-11-03,208.73,success,Wallet
TXN00000402,C000038,2025-12-03,206.14,success,UPI
TXN00000403,C000039,2025-07-26,1037.48,success,Card
TXN00000404,C000039,2025-08-25,1037.33,success,Card
TXN00000405,C000039,2025-09-24,960.26,success,Wallet
TXN00000406,C000039,2025-10-24,978.67,success,NetBanking
TXN00000407,C000039,2025-11-23,963.69,success,UPI
TXN00000408,C000039,2025-12-23,955.62,failed,Card
TXN00000409,C000040,2024-09-22,1048.63,success,UPI
TXN00000410,C000040,2024-10-22,987.72,success,UPI
TXN00000411,C000040,2024-11-21,989.01,success,Wallet
TXN00000412,C000040,2024-12-21,1030.98,success,UPI
TXN00000413,C000040,2025-01-20,961.45,success,Wallet
TXN00000414,C000040,2025-02-19,986.76,success,NetBanking
TXN00000415,C000040,2025-03-21,1028.42,success,Card
TXN00000416,C000040,2025-04-20,985.1,success,UPI
TXN00000417,C000040,2025-05-20,960.05,success,Card
TXN00000418,C000040,2025-06-19,1005.15,success,Card
TXN00000419,C000040,2025-07-19,1035.13,success,Wallet
TXN00000420,C000040,2025-08-18,952.49,success,Card
TXN00000421,C000040,2025-09-17,1009.02,success,UPI
TXN00000422,C000040,2025-10-17,1020.21,success,NetBanking
TXN00000423,C000040,2025-11-16,1002.05,success,Card
TXN00000424,C000040,2025-12-16,969.66,success,UPI
TXN00000425,C000041,2025-04-30,206.07,success,Card
TXN00000426,C000041,2025-05-30,204.84,success,NetBanking
TXN00000427,C000041,2025-06-29,192.01,success,UPI
TXN00000428,C000041,2025-07-29,198.53,success,UPI
TXN00000429,C000041,2025-08-28,199.35,success,NetBanking
TXN00000430,C000041,2025-09-27,207.25,success,UPI
TXN00000431,C000041,2025-10-27,197.68,success,UPI
TXN00000432,C000041,2025-11-26,208.51,success,Wallet
TXN00000433,C000041,2025-12-26,205.38,success,UPI
TXN00000434,C000042,2025-07-09,203.51,success,Card
TXN00000435,C000042,2025-08-08,208.55,success,UPI
TXN00000436,C000042,2025-09-07,197.28,success,Card
TXN00000437,C000042,2025-10-07,205.65,failed,NetBanking
TXN00000438,C000042,2025-11-06,192.38,success,UPI
TXN00000439,C000042,2025-12-06,199.6,success,UPI
TXN00000440,C000043,2025-01-16,483.17,success,UPI
TXN00000441,C000043,2025-02-15,496.3,success,NetBanking
TXN00000442,C000043,2025-03-17,509.01,success,NetBanking
TXN00000443,C000043,2025-04-16,496.89,success,UPI
TXN00000444,C000043,2025-05-16,509.61,success,NetBanking
TXN00000445,C000043,2025-06-15,480.24,success,Card
TXN00000446,C000043,2025-07-15,512.39,success,NetBanking
TXN00000447,C000043,2025-08-14,519.38,success,UPI
TXN00000448,C000043,2025-09-13,512.62,success,Wallet
TXN00000449,C000043,2025-10-13,474.07,success,Card
TXN00000450,C000043,2025-11-12,509.0,failed,NetBanking
TXN00000451,C000043,2025-12-12,500.47,success,NetBanking
TXN00000452,C000044,2024-09-13,1002.32,success,Card
TXN00000453,C000044,2024-10-13,999.46,success,NetBanking
TXN00000454,C000044,2024-11-12,994.25,failed,Card
TXN00000455,C000044,2024-12-12,1003.12,success,Card
TXN00000456,C000044,2025-01-11,984.34,success,Wallet
TXN00000457,C000044,2025-02-10,1012.08,success,UPI
TXN00000458,C000045,2024-08-19,1000.38,success,UPI
TXN00000459,C000045,2024-09-18,986.56,success,Card
TXN00000460,C000045,2024-10-18,976.76,success,Wallet
TXN00000461,C000045,2024-11-17,1011.68,success,UPI
TXN00000462,C000045,2024-12-17,1018.58,success,UPI
TXN00000463,C000045,2025-01-16,1024.65,success,UPI
TXN00000464,C000045,2025-02-15,1029.75,success,UPI
TXN00000465,C000045,2025-03-17,1032.95,success,Wallet
TXN00000466,C000045,2025-04-16,981.8,success,Card
TXN00000467,C000045,2025-05-16,994.59,failed,NetBanking
TXN00000468,C000045,2025-06-15,1009.31,success,Card
TXN00000469,C000045,2025-07-15,1005.92,success,Card
TXN00000470,C000045,2025-08-14,981.56,success,NetBanking
TXN00000471,C000045,2025-09-13,1028.05,success,UPI
TXN00000472,C000045,2025-10-13,989.28,success,Card
TXN00000473,C000045,2025-11-12,1014.22,success,Card
TXN00000474,C000045,2025-12-12,1032.73,success,UPI
TXN00000475,C000046,2025-02-22,205.2,success,UPI
TXN00000476,C000046,2025-03-24,193.49,success,Wallet
TXN00000477,C000046,2025-04-23,193.1,success,Card
TXN00000478,C000046,2025-05-23,201.09,success,UPI
TXN00000479,C000046,2025-06-22,207.55,success,Wallet
TXN00000480,C000046,2025-07-22,205.77,success,Wallet
TXN00000481,C000046,2025-08-21,198.54,success,UPI
TXN00000482,C000046,2025-09-20,207.3,success,Wallet
TXN00000483,C000046,2025-10-20,192.97,success,NetBanking
TXN00000484,C000046,2025-11-19,200.58,success,NetBanking
TXN00000485,C000046,2025-12-19,208.83,success,UPI
TXN00000486,C000047,2025-04-26,1042.41,success,UPI
TXN00000487,C000047,2025-05-26,980.35,failed,Card
TXN00000488,C000047,2025-06-25,1027.8,success,Card
