customer_id,churn_probability,segment_id,recommended_action
C000181,0.0007538859713316015,3,Offer loyalty reward + Exclusive content access
C000182,0.9976944504303706,1,No specific action - Continue standard engagement
C000183,0.9999228475830338,1,Send re-engagement push notification + Personalized content
C000184,8.407969714548304e-05,0,Offer loyalty reward + Exclusive content access
C000185,0.9999453218783482,1,Offer premium discount (20%) + Schedule retention call
C000186,0.9998794787447819,1,Send re-engagement push notification + Personalized content
C000187,8.862754371728423e-05,0,Offer loyalty reward + Exclusive content access
C000188,0.001261696045997925,3,Offer loyalty reward + Exclusive content access
C000189,9.99372000945639e-05,0,Offer loyalty reward + Exclusive content access
C000190,0.9998694237541728,1,Send re-engagement push notification + Personalized content
C000191,8.812778777092665e-05,2,Offer loyalty reward + Exclusive content access
C000192,0.00015928617148944688,0,Offer loyalty reward + Exclusive content access
C000193,2.8207346128949968e-05,0,Offer loyalty reward + Exclusive content access
C000194,0.0038459877047782765,0,Offer loyalty reward + Exclusive content access
C000195,0.0013281354530831893,3,Offer loyalty reward + Exclusive content access
C000196,0.00028441113651538286,0,Offer loyalty reward + Exclusive content access
C000197,2.976393320978855e-06,0,Offer loyalty reward + Exclusive content access
C000198,0.0013789130165081129,2,Offer loyalty reward + Exclusive content access
C000199,9.210537136373595e-05,2,Offer loyalty reward + Exclusive content access
C000200,0.0003049831236362003,0,Offer loyalty reward + Exclusive content access
C000201,1.6899145215527696e-06,0,Offer loyalty reward + Exclusive content access
C000202,0.002872302331342377,0,Offer loyalty reward + Exclusive content access
C000203,0.00010299457500687084,0,Offer loyalty reward + Exclusive content access
C000204,0.9999489613459337,1,Offer premium discount (20%) + Schedule retention call
C000205,3.533099353528004e-05,0,Offer loyalty reward + Exclusive content access
C000206,1.1598845880416237e-06,0,Offer loyalty reward + Exclusive content access
C000207,0.9999183621504774,1,No specific action - Continue standard engagement
C000208,0.00023247903695559457,2,Offer loyalty reward + Exclusive content access
C000209,0.9742664930656724,1,No specific action - Continue standard engagement
C000210,0.9999433556471394,1,Send re-engagement push notification + Personalized content
C000211,0.0003816683104125299,0,Offer loyalty reward + Exclusive content access
C000212,2.568711575977936e-05,0,Offer loyalty reward + Exclusive content access
C000213,0.0026549689705363476,0,Offer loyalty reward + Exclusive content access
C000214,0.00013725394910158324,0,Offer loyalty reward + Exclusive content access
C000215,0.9999359596442143,1,Send re-engagement push notification + Personalized content
C000216,0.00019069540862111855,0,Offer loyalty reward + Exclusive content access
C000217,0.0003309394823986144,0,Offer loyalty reward + Exclusive content access
C000218,8.241825401649922e-05,3,Offer loyalty reward + Exclusive content access
C000219,0.016526377633435337,0,Offer loyalty reward + Exclusive content access
C000220,0.00031730269836124046,2,Offer loyalty reward + Exclusive content access
C000221,4.181996461624511e-06,0,Offer loyalty reward + Exclusive content access
C000222,0.00010631939988975375,0,Offer loyalty reward + Exclusive content access
C000223,3.8267223247896784e-05,0,Offer loyalty reward + Exclusive content access
C000224,0.00031422632389659484,0,Offer loyalty reward + Exclusive content access
C000225,4.496020274622775e-05,0,Offer loyalty reward + Exclusive content access
C000226,2.807686134466873e-05,0,Offer loyalty reward + Exclusive content access
C000227,8.343107531105263e-06,2,Offer loyalty reward + Exclusive content access
C000228,6.54007908192435e-05,0,Offer loyalty reward + Exclusive content access
C000229,7.473458081744489e-05,0,Offer loyalty reward + Exclusive content access
C000230,1.5061157261868394e-05,0,Offer loyalty reward + Exclusive content access
C000231,0.9999976427647174,1,Send re-engagement push notification + Personalized content
C000232,0.00023221301454572456,0,Offer loyalty reward + Exclusive content access
C000233,5.961271272362855e-05,0,Offer loyalty reward + Exclusive content access
C000234,0.0003843444234301197,0,Offer loyalty reward + Exclusive content access
C000235,1.1265458166196136e-06,0,Offer loyalty reward + Exclusive content access
C000236,2.3764835498134346e-05,0,Offer loyalty reward + Exclusive content access
C000237,1.3800266237292144e-05,0,Offer loyalty reward + Exclusive content access
C000238,0.9999350274998746,1,Send re-engagement push notification + Personalized content
C000239,0.9998548159238915,1,Send re-engagement push notification + Personalized content
C000240,0.9995995355380698,1,No specific action - Continue standard engagement
C000241,2.1556606229248657e-05,0,Offer loyalty reward + Exclusive content access
C000242,0.9985408365051707,1,Offer premium discount (20%) + Schedule retention call
C000243,9.341583750739823e-05,0,Offer loyalty reward + Exclusive content access
C000244,0.0011000562662914217,0,Offer loyalty reward + Exclusive content access
C000245,5.109951161073398e-05,0,Offer loyalty reward + Exclusive content access
C000246,0.9999089878411734,1,Offer premium discount (20%) + Schedule retention call
C000247,0.9999022795857275,1,Send re-engagement push notification + Personalized content
C000248,1.1192701176284363e-05,2,Offer loyalty reward + Exclusive content access
C000249,8.127535361170781e-05,0,Offer loyalty reward + Exclusive content access
C000250,0.00484396170314005,0,Offer loyalty reward + Exclusive content access
C000251,0.00010392412960619314,0,Offer loyalty reward + Exclusive content access
C000252,0.001765852802674357,2,Offer loyalty reward + Exclusive content access
C000253,0.00027320731940289896,0,Offer loyalty reward + Exclusive content access
C000254,0.00015408842650289445,0,Offer loyalty reward + Exclusive content access
C000255,0.0013387064155852624,0,Offer loyalty reward + Exclusive content access
C000256,0.0004207086279832306,0,Offer loyalty reward + Exclusive content access
C000257,2.0481212068261595e-06,0,Offer loyalty reward + Exclusive content access
C000258,0.999944771091567,1,Offer premium discount (20%) + Schedule retention call
C000259,1.4826776521373771e-05,0,Offer loyalty reward + Exclusive content access
C000260,6.452348134093555e-06,0,Offer loyalty reward + Exclusive content access
C000261,2.0027530029834015e-05,3,Offer loyalty reward + Exclusive content access
C000262,4.787697025455907e-06,0,Offer loyalty reward + Exclusive content access
C000263,0.00011673382089747299,0,Offer loyalty reward + Exclusive content access
C000264,0.0001438328679507298,0,Offer loyalty reward + Exclusive content access
C000265,0.9946524847470828,3,Send payment reminder + Offer UPI cashback (5%)
C000266,1.704489272647393e-05,2,Offer loyalty reward + Exclusive content access
C000267,0.9999531450268224,1,Offer premium discount (20%) + Schedule retention call
C000268,4.583072973183999e-06,0,Offer loyalty reward + Exclusive content access
C000269,0.00018072437795674695,2,Offer loyalty reward + Exclusive content access
C000270,0.9998841487492824,1,Send re-engagement push notification + Personalized content
C000271,7.661954917338125e-06,2,Offer loyalty reward + Exclusive content access
C000272,0.0001061935938124814,0,Offer loyalty reward + Exclusive content access
C000273,0.008941884042802009,0,Offer loyalty reward + Exclusive content access
C000274,4.057551771024295e-05,0,Offer loyalty reward + Exclusive content access
C000275,1.8858462926104617e-05,0,Offer loyalty reward + Exclusive content access
C000276,0.00011354280987028259,0,Offer loyalty reward + Exclusive content access
C000277,7.230759570211854e-05,0,Offer loyalty reward + Exclusive content access
C000278,0.99992247118355,1,Offer premium discount (20%) + Schedule retention call
C000279,1.604639979121192e-06,0,Offer loyalty reward + Exclusive content access
C000280,1.2766169331763364e-05,2,Offer loyalty reward + Exclusive content access
C000281,1.0235647991565227e-06,0,Offer loyalty reward + Exclusive content access
C000282,0.9999300798140097,1,Send re-engagement push notification + Personalized content
C000283,0.999918392216528,1,Send re-engagement push notification + Personalized content
C000284,7.86933244917268e-05,0,Offer loyalty reward + Exclusive content access
C000285,8.282308553962824e-05,0,Offer loyalty reward + Exclusive content access
C000286,0.00014665975443416232,0,Offer loyalty reward + Exclusive content access
C000287,1.1638601515045364e-06,2,Offer loyalty reward + Exclusive content access
C000288,5.009901791344817e-05,0,Offer loyalty reward + Exclusive content access
C000289,4.0073914256958437e-05,0,Offer loyalty reward + Exclusive content access
C000290,0.9998913916070001,1,Send re-engagement push notification + Personalized content
C000291,4.028160028193933e-07,0,Offer loyalty reward + Exclusive content access
C000292,0.999933699157329,1,Send re-engagement push notification + Personalized content
C000293,2.8047208292415706e-05,0,Offer loyalty reward + Exclusive content access
C000294,1.1578976896976576e-05,0,Offer loyalty reward + Exclusive content access
C000295,2.8380907671002147e-05,0,Offer loyalty reward + Exclusive content access
C000296,0.00028091186938024846,3,Offer loyalty reward + Exclusive content access
C000297,7.84106754875255e-06,0,Offer loyalty reward + Exclusive content access
C000298,0.018076725214167005,2,Offer loyalty reward + Exclusive content access
C000299,0.0014400631932866123,0,Offer loyalty reward + Exclusive content access
C000300,0.00032036138963237033,0,Offer loyalty reward + Exclusive content access
C000301,2.919397234640962e-06,0,Offer loyalty reward + Exclusive content access
C000302,0.00027675841835332984,2,Offer loyalty reward + Exclusive content access
C000303,0.00012958524626746233,0,Offer loyalty reward + Exclusive content access
C000304,3.801973188349378e-05,0,Offer loyalty reward + Exclusive content access
C000305,1.672328286543507e-05,0,Offer loyalty reward + Exclusive content access
C000306,2.393117124020322e-06,0,Offer loyalty reward + Exclusive content access
C000307,4.197964669564195e-05,0,Offer loyalty reward + Exclusive content access
C000308,3.0772291054908268e-06,0,Offer loyalty reward + Exclusive content access
C000309,3.9180116430723326e-05,0,Offer loyalty reward + Exclusive content access
C000310,2.024569578999679e-05,0,Offer loyalty reward + Exclusive content access
C000311,0.014137003542530856,3,Offer loyalty reward + Exclusive content access
C000312,0.999947887284826,1,Offer premium discount (20%) + Schedule retention call
C000313,0.9999123370554779,1,Send re-engagement push notification + Personalized content
C000314,0.00010008652849035634,0,Offer loyalty reward + Exclusive content access
C000315,1.840687180735706e-05,0,Offer loyalty reward + Exclusive content access
C000316,6.929961868866419e-08,0,Offer loyalty reward + Exclusive content access
C000317,8.65698076559466e-06,0,Offer loyalty reward + Exclusive content access
C000318,8.146098392131373e-06,2,Offer loyalty reward + Exclusive content access
C000319,1.7992363559356028e-05,2,Offer loyalty reward + Exclusive content access
C000320,0.0019568764474027357,0,Offer loyalty reward + Exclusive content access
C000321,2.0628666628614035e-05,0,Offer loyalty reward + Exclusive content access
C000322,0.999880823950659,1,Send re-engagement push notification + Personalized content
C000323,0.9999372003760727,1,Offer premium discount (20%) + Schedule retention call
C000324,1.4684446329416037e-05,0,Offer loyalty reward + Exclusive content access
C000325,0.9999110121869242,1,Send re-engagement push notification + Personalized content
C000326,0.0013638832901102145,0,Offer loyalty reward + Exclusive content access
C000327,0.00047584120098571,0,Offer loyalty reward + Exclusive content access
C000328,0.9999239901720146,1,Send re-engagement push notification + Personalized content
C000329,0.005898875747722815,0,Offer loyalty reward + Exclusive content access
C000330,0.00027686002404139477,3,Offer loyalty reward + Exclusive content access
C000331,2.9222489989198978e-05,0,Offer loyalty reward + Exclusive content access
C000332,2.9874880382240432e-05,0,Offer loyalty reward + Exclusive content access
C000333,0.00018847880641850438,0,Offer loyalty reward + Exclusive content access
C000334,5.603064732664842e-06,0,Offer loyalty reward + Exclusive content access
C000335,0.9988502836293649,2,Assign priority support + Issue apology credit (₹100)
C000336,0.0004593937554685562,2,Offer loyalty reward + Exclusive content access
C000337,0.0008005180209796206,0,Offer loyalty reward + Exclusive content access
C000338,9.63465732515579e-06,2,Offer loyalty reward + Exclusive content access
C000339,3.8486572592961764e-05,0,Offer loyalty reward + Exclusive content access
C000340,0.9999055573060555,1,Send re-engagement push notification + Personalized content
C000341,3.9198980138605775e-05,0,Offer loyalty reward + Exclusive content access
C000342,0.0014746610660382688,0,Offer loyalty reward + Exclusive content access
C000343,1.8337647188756462e-06,0,Offer loyalty reward + Exclusive content access
C000344,0.00046900092314903087,0,Offer loyalty reward + Exclusive content access
C000345,0.000547769062172999,2,Offer loyalty reward + Exclusive content access
C000346,0.9893956835896631,1,No specific action - Continue standard engagement
C000347,0.002209729168712487,0,Offer loyalty reward + Exclusive content access
C000348,0.9999169717452604,1,Offer premium discount (20%) + Schedule retention call
C000349,0.9996304003844444,1,No specific action - Continue standard engagement
C000350,4.3052664977691015e-05,0,Offer loyalty reward + Exclusive content access
C000351,1.7283312325176027e-05,0,Offer loyalty reward + Exclusive content access
C000352,0.001188870617617005,0,Offer loyalty reward + Exclusive content access
C000353,4.6993991058238326e-05,0,Offer loyalty reward + Exclusive content access
C000354,0.9999006568038816,1,Send re-engagement push notification + Personalized content
C000355,0.9999274320247256,1,Send re-engagement push notification + Personalized content
C000356,0.0214942974688155,0,Offer loyalty reward + Exclusive content access
C000357,0.999943111725966,1,Send re-engagement push notification + Personalized content
C000358,0.0004670520608113428,0,Offer loyalty reward + Exclusive content access
C000359,0.0011130388723936215,0,Offer loyalty reward + Exclusive content access
C000360,0.0024056151908905415,0,Offer loyalty reward + Exclusive content access
C000361,0.999991374166934,1,Send re-engagement push notification + Personalized content
C000362,5.833888792484271e-05,0,Offer loyalty reward + Exclusive content access
C000363,1.3464819824136892e-05,2,Offer loyalty reward + Exclusive content access
C000364,3.797652431885923e-05,0,Offer loyalty reward + Exclusive content access
C000365,0.00014132777500292198,0,Offer loyalty reward + Exclusive content access
C000366,1.0286827172050416e-05,0,Offer loyalty reward + Exclusive content access
C000367,0.0009633551883141436,0,Offer loyalty reward + Exclusive content access
C000368,7.2883730820206235e-06,0,Offer loyalty reward + Exclusive content access
C000369,0.9955349718086295,1,No specific action - Continue standard engagement
C000370,0.9999468554484575,1,Send re-engagement push notification + Personalized content
C000371,1.127287464744143e-05,0,Offer loyalty reward + Exclusive content access
C000372,3.3912095083130303e-06,0,Offer loyalty reward + Exclusive content access
C000373,0.9999359150092912,1,Send re-engagement push notification + Personalized content
C000374,2.2574919666479136e-06,0,Offer loyalty reward + Exclusive content access
C000375,2.1613667775725915e-05,0,Offer loyalty reward + Exclusive content access
C000376,7.273504226858215e-05,2,Offer loyalty reward + Exclusive content access
C000377,0.0009114899371759777,0,Offer loyalty reward + Exclusive content access
C000378,0.9997273703970339,1,Offer premium discount (20%) + Schedule retention call
C000379,0.9853769489629154,1,No specific action - Continue standard engagement
C000380,0.9999160544149432,1,Send re-engagement push notification + Personalized content
C000381,0.9999777918572885,1,Offer premium discount (20%) + Schedule retention call
C000382,0.00018506425911759712,0,Offer loyalty reward + Exclusive content access
C000383,8.623252978132716e-05,0,Offer loyalty reward + Exclusive content access
C000384,0.00023474012292463018,0,Offer loyalty reward + Exclusive content access
C000385,3.899828026057542e-07,0,Offer loyalty reward + Exclusive content access
C000386,0.00038725931991191666,2,Offer loyalty reward + Exclusive content access
C000387,6.625452743022229e-06,0,Offer loyalty reward + Exclusive content access
C000388,0.00012776800661989094,0,Offer loyalty reward + Exclusive content access
C000389,0.9999529496330025,1,Offer premium discount (20%) + Schedule retention call
C000390,0.0009856747521043404,0,Offer loyalty reward + Exclusive content access
C000391,0.9999169268004824,1,Send re-engagement push notification + Personalized content
C000392,8.820643318506556e-06,0,Offer loyalty reward + Exclusive content access
C000393,0.999935755893787,1,Send re-engagement push notification + Personalized content
C000394,0.0010147226359201933,0,Offer loyalty reward + Exclusive content access
C000395,0.9999550758914384,1,Send re-engagement push notification + Personalized content
C000396,0.9998774551940324,1,Send re-engagement push notification + Personalized content
C000397,0.9999603216934841,1,No specific action - Continue standard engagement
C000398,0.0004204003333734872,0,Offer loyalty reward + Exclusive content access
C000399,6.823238491531778e-05,0,Offer loyalty reward + Exclusive content access
C000400,0.9999145519662328,1,Send re-engagement push notification + Personalized content
C000401,5.827617329848735e-06,2,Offer loyalty reward + Exclusive content access
C000402,0.9999100392505701,1,Offer premium discount (20%) + Schedule retention call
C000403,0.9999386008537496,1,Offer premium discount (20%) + Schedule retention call
C000404,0.0002902064901527533,0,Offer loyalty reward + Exclusive content access
C000405,3.44595236272232e-05,0,Offer loyalty reward + Exclusive content access
C000406,9.694662596192336e-06,0,Offer loyalty reward + Exclusive content access
C000407,1.287624356759173e-05,0,Offer loyalty reward + Exclusive content access
C000408,0.9999489996385189,1,Send re-engagement push notification + Personalized content
