customer_id,churn_probability,churn_prediction,risk_category
C000427,0.999994562270287,1,Very High
C000714,0.9999942079591714,1,Very High
C001967,0.9999917363036585,1,Very High
C004670,0.9999916861930237,1,Very High
C003911,0.9999914494503713,1,Very High
C000361,0.999991374166934,1,Very High
C002516,0.9999909255741277,1,Very High
C001598,0.9999907110270341,1,Very High
C000755,0.9999888306817011,1,Very High
C002355,0.9999880699744588,1,Very High
C004761,0.9999875219732605,1,Very High
C004398,0.9999872607219755,1,Very High
C003393,0.9999868707034932,1,Very High
C003361,0.9999867136262381,1,Very High
C001626,0.999985349878086,1,Very High
C000712,0.9999846864328777,1,Very High
C000773,0.9999846125606698,1,Very High
C001460,0.9999843331999375,1,Very High
C002313,0.9999840917557146,1,Very High
C002264,0.9999831945093439,1,Very High
C000913,0.9999829582287584,1,Very High
C004748,0.9999820275025337,1,Very High
C003747,0.9999818086686575,1,Very High
C001085,0.9999802672913344,1,Very High
C002722,0.9999795124905058,1,Very High
C001702,0.9999784897914001,1,Very High
C001690,0.9999780526550729,1,Very High
C001175,0.9999778076305267,1,Very High
C000381,0.9999777918572885,1,Very High
C001817,0.9999770704983737,1,Very High
C004233,0.9999761261779572,1,Very High
C000180,0.9999759455138966,1,Very High
C000716,0.9999759199383905,1,Very High
C001252,0.9999752447687913,1,Very High
C003311,0.9999751404078433,1,Very High
C004371,0.9999750026411446,1,Very High
C002699,0.9999743429002153,1,Very High
C004461,0.999972465074877,1,Very High
C000964,0.9999723615244644,1,Very High
C003174,0.9999701581724757,1,Very High
C004723,0.9999701358352149,1,Very High
C002255,0.9999700653259994,1,Very High
C001338,0.9999695220746403,1,Very High
C001486,0.9999686274490447,1,Very High
C001265,0.9999668249906323,1,Very High
C002077,0.9999666839246684,1,Very High
C003517,0.999965817763412,1,Very High
C003268,0.999965765427729,1,Very High
C002529,0.999965156970625,1,Very High
C002299,0.9999650708475654,1,Very High
C003837,0.9999640537723054,1,Very High
C003275,0.9999635110932423,1,Very High
C000763,0.9999634924038602,1,Very High
C003528,0.9999633226280744,1,Very High
C001297,0.9999631437720258,1,Very High
C004357,0.9999627324098316,1,Very High
C002466,0.9999626657842364,1,Very High
C002528,0.9999617166076167,1,Very High
C004196,0.999961714976691,1,Very High
C003650,0.9999610497551413,1,Very High
C002250,0.9999607421328041,1,Very High
C001304,0.9999603719746459,1,Very High
C000397,0.9999603216934841,1,Very High
C001666,0.9999602306446786,1,Very High
C002548,0.999959988090665,1,Very High
C001081,0.9999598998296364,1,Very High
C001200,0.9999595636024324,1,Very High
C001077,0.999959421673053,1,Very High
C001082,0.9999594128687267,1,Very High
C001078,0.9999591050157264,1,Very High
C001617,0.9999590018819687,1,Very High
C001464,0.9999588225960329,1,Very High
C003280,0.9999586962286948,1,Very High
C000926,0.9999578271887735,1,Very High
C001278,0.9999567111602883,1,Very High
C002928,0.999955521519198,1,Very High
C002349,0.999955521519198,1,Very High
C004738,0.9999554012085857,1,Very High
C004185,0.9999551161598814,1,Very High
C000395,0.9999550758914384,1,Very High
C001864,0.9999550215180647,1,Very High
C003958,0.9999549949732524,1,Very High
C004766,0.9999547868857735,1,Very High
C004258,0.9999547454647281,1,Very High
C002617,0.9999539822602712,1,Very High
C002417,0.9999539479603682,1,Very High
C003956,0.9999537674018144,1,Very High
C004236,0.9999535650420001,1,Very High
C004844,0.9999534113989937,1,Very High
C000267,0.9999531450268224,1,Very High
C000389,0.9999529496330025,1,Very High
C004719,0.9999528001426737,1,Very High
C004930,0.9999527500081847,1,Very High
C002163,0.9999527054197492,1,Very High
C004354,0.9999527054197492,1,Very High
C004938,0.9999524605817339,1,Very High
C002448,0.9999523753691769,1,Very High
C002122,0.9999522343183584,1,Very High
C000579,0.9999521165429327,1,Very High
C002518,0.9999520749802842,1,Very High
C004262,0.999952066906963,1,Very High
C004487,0.9999520646152106,1,Very High
C002645,0.9999519797868386,1,Very High
C001843,0.9999518363090124,1,Very High
C003795,0.9999518152316933,1,Very High
C001007,0.9999517192820623,1,Very High
C000502,0.9999515199768402,1,Very High
C003685,0.9999513800682841,1,Very High
C004828,0.9999513396776823,1,Very High
C001616,0.999951285039858,1,Very High
C001613,0.9999512279909333,1,Very High
C001058,0.9999511289103172,1,Very High
C003051,0.9999509775402855,1,Very High
C000067,0.9999508602895172,1,Very High
C004401,0.9999508583598029,1,Very High
C001219,0.9999508082022555,1,Very High
C001072,0.999950748775657,1,Very High
C003523,0.9999506348307011,1,Very High
C004067,0.9999506189708112,1,Very High
C003653,0.9999506177115728,1,Very High
C000005,0.9999505834935041,1,Very High
C004221,0.9999505045970983,1,Very High
C003154,0.9999504931300328,1,Very High
C000577,0.9999502345137224,1,Very High
C004163,0.999950189695778,1,Very High
C004005,0.9999501709276601,1,Very High
C004637,0.9999501336839214,1,Very High
C001974,0.9999500810781877,1,Very High
C001132,0.9999500474368457,1,Very High
C001806,0.9999498879626448,1,Very High
C004098,0.9999498167908288,1,Very High
C000896,0.9999497312193452,1,Very High
C003634,0.9999496893329486,1,Very High
C000841,0.9999496450024924,1,Very High
C002764,0.9999495943308883,1,Very High
C001229,0.9999494966390203,1,Very High
C001137,0.999949438398498,1,Very High
C002771,0.999949359775466,1,Very High
C002538,0.999949309728205,1,Very High
C003379,0.9999492690729715,1,Very High
C003325,0.9999492289183413,1,Very High
C001149,0.9999491518232018,1,Very High
C000408,0.9999489996385189,1,Very High
C001125,0.9999489765264978,1,Very High
C000204,0.9999489613459337,1,Very High
C004353,0.9999489289407694,1,Very High
C004435,0.9999488404250616,1,Very High
C000131,0.9999487676218181,1,Very High
C001114,0.9999487502378593,1,Very High
C004037,0.999948642971223,1,Very High
C000529,0.9999484434736451,1,Very High
C000942,0.9999483754673645,1,Very High
C001439,0.9999483719981335,1,Very High
C004413,0.999948292041183,1,Very High
C000632,0.9999482662113578,1,Very High
C000879,0.9999482311930727,1,Very High
C003914,0.9999481605019471,1,Very High
C000459,0.9999480564855171,1,Very High
C004740,0.9999480437293093,1,Very High
C003536,0.9999479660734006,1,Very High
C004993,0.9999479438614227,1,Very High
C004486,0.9999479404204802,1,Very High
C000520,0.9999479129639283,1,Very High
C000312,0.999947887284826,1,Very High
C004341,0.999947723185248,1,Very High
C003131,0.9999476971936464,1,Very High
C002772,0.9999476937253228,1,Very High
C001910,0.9999475656531048,1,Very High
C000413,0.9999475340558317,1,Very High
C001536,0.9999475120790967,1,Very High
C002223,0.9999474315175955,1,Very High
C004213,0.9999473436183394,1,Very High
C004482,0.9999473347023704,1,Very High
C000932,0.9999472389817475,1,Very High
C003941,0.9999472117636536,1,Very High
C001351,0.9999471986776263,1,Very High
C003304,0.9999470629962084,1,Very High
C001566,0.9999469620045229,1,Very High
C000919,0.9999469357631613,1,Very High
C000526,0.9999469308225133,1,Very High
C003673,0.9999468975889119,1,Very High
C000370,0.9999468554484575,1,Very High
C001532,0.9999467188851047,1,Very High
C002773,0.999946716780708,1,Very High
C000416,0.9999466879366267,1,Very High
C001044,0.9999466081496219,1,Very High
C001270,0.9999465238553271,1,Very High
C004102,0.9999464490030343,1,Very High
C003430,0.9999464250867341,1,Very High
C000124,0.9999463216021929,1,Very High
C001669,0.9999462977108513,1,Very High
C002913,0.9999461750855456,1,Very High
C001563,0.9999461544291711,1,Very High
C004517,0.9999461116071335,1,Very High
C001760,0.9999460501291344,1,Very High
C000544,0.9999460326667137,1,Very High
C002141,0.999946025906691,1,Very High
C002869,0.9999459629453672,1,Very High
C001740,0.9999457541870558,1,Very High
C002763,0.9999454241714717,1,Very High
C004452,0.9999454184261021,1,Very High
C004975,0.9999453833862725,1,Very High
C004513,0.999945356550933,1,Very High
C002430,0.9999453220898623,1,Very High
C000185,0.9999453218783482,1,Very High
C002247,0.999945260153359,1,Very High
C002249,0.9999452304972786,1,Very High
C000524,0.9999452280835214,1,Very High
C000673,0.9999452041968052,1,Very High
C001136,0.9999451654731923,1,Very High
C002991,0.9999450492840052,1,Very High
C000488,0.9999450312910765,1,Very High
C004202,0.9999450312910765,1,Very High
C002030,0.999944917259817,1,Very High
C003277,0.9999447913038684,1,Very High
C000258,0.999944771091567,1,Very High
C001022,0.9999447633214593,1,Very High
C000593,0.999944628939903,1,Very High
C004276,0.9999445903879172,1,Very High
C001018,0.999944531199234,1,Very High
C001771,0.9999444114227086,1,Very High
C000518,0.9999442756932143,1,Very High
C003957,0.999944219399294,1,Very High
C003619,0.9999441600945729,1,Very High
C004914,0.9999440210086653,1,Very High
C001784,0.9999438853883607,1,Very High
C000063,0.9999438318488616,1,Very High
C004365,0.9999435583444141,1,Very High
C004242,0.9999435395913042,1,Very High
C002841,0.9999435395913042,1,Very High
C004760,0.999943456636501,1,Very High
C000210,0.9999433556471394,1,Very High
C002567,0.9999432179293647,1,Very High
C000357,0.999943111725966,1,Very High
C002703,0.9999430691760063,1,Very High
C000972,0.9999430495930245,1,Very High
C001346,0.999942942638819,1,Very High
C001768,0.9999429073300004,1,Very High
C003965,0.9999429063501591,1,Very High
C004655,0.9999428559136968,1,Very High
C000114,0.9999428075379874,1,Very High
C003815,0.9999426905937484,1,Very High
C002587,0.9999426713745545,1,Very High
C003922,0.9999425309321528,1,Very High
C002252,0.9999425225567983,1,Very High
C004699,0.9999425124953467,1,Very High
C002320,0.9999424666678445,1,Very High
C001043,0.9999423307107999,1,Very High
C004634,0.9999423205972798,1,Very High
C004166,0.9999422394707925,1,Very High
C003482,0.9999422174074052,1,Very High
C004705,0.9999422007909967,1,Very High
C002656,0.999942178562195,1,Very High
C003707,0.9999421346669861,1,Very High
C001644,0.9999420557543287,1,Very High
C002887,0.9999417292675782,1,Very High
C001307,0.9999414459906235,1,Very High
C004455,0.9999412769699578,1,Very High
C003872,0.9999412318591769,1,Very High
C004554,0.9999411897032354,1,Very High
C004964,0.9999411538855336,1,Very High
C003459,0.9999411464449123,1,Very High
C002603,0.9999411237790058,1,Very High
C001469,0.9999411070497854,1,Very High
C000139,0.9999410722353904,1,Very High
C001233,0.9999409953825692,1,Very High
C001787,0.9999409688164032,1,Very High
C003825,0.9999409119626715,1,Very High
C004635,0.9999408200268314,1,Very High
C004394,0.9999407710109797,1,Very High
C002205,0.9999405978931657,1,Very High
C003097,0.9999403425638311,1,Very High
C004477,0.9999402068243685,1,Very High
C004038,0.9999401803567521,1,Very High
C001546,0.9999401158540748,1,Very High
C000669,0.9999401010960804,1,Very High
C002899,0.9999400671654755,1,Very High
C003490,0.9999399645201484,1,Very High
C002781,0.9999398560431582,1,Very High
C003099,0.9999397880261246,1,Very High
C004152,0.999939720929239,1,Very High
C000846,0.9999396905397062,1,Very High
C004210,0.9999394364806462,1,Very High
C004386,0.9999394187832423,1,Very High
C001799,0.9999391625057769,1,Very High
C004832,0.9999391504607731,1,Very High
C003191,0.999939120723825,1,Very High
C000928,0.9999390451923587,1,Very High
C003059,0.9999390322997261,1,Very High
C003888,0.9999389247293778,1,Very High
C004107,0.9999387481082498,1,Very High
C001497,0.9999386824689626,1,Very High
C001685,0.9999386474714813,1,Very High
C000403,0.9999386008537496,1,Very High
C003976,0.9999385303721896,1,Very High
C004871,0.9999383850190483,1,Very High
C002611,0.9999382179762719,1,Very High
C002229,0.9999380915775715,1,Very High
C001712,0.9999378254527251,1,Very High
C001511,0.999937786927288,1,Very High
C002952,0.9999376218587624,1,Very High
C003558,0.9999373111466505,1,Very High
C004784,0.9999372612522572,1,Very High
C000323,0.9999372003760727,1,Very High
C000850,0.9999371028795436,1,Very High
C004697,0.9999370733560357,1,Very High
C002605,0.9999369676210159,1,Very High
C001955,0.9999369362432067,1,Very High
C002575,0.9999368606657518,1,Very High
C002209,0.9999368065330786,1,Very High
C001202,0.999936763385378,1,Very High
C002182,0.9999366274110627,1,Very High
C000794,0.9999365888711567,1,Very High
C003134,0.9999363893764468,1,Very High
C003312,0.9999363588224177,1,Very High
C003501,0.999936286141404,1,Very High
C001017,0.9999362069572452,1,Very High
C002663,0.999936204399377,1,Very High
C003439,0.9999361607229845,1,Very High
C000173,0.9999361222059858,1,Very High
C004227,0.9999359763648962,1,Very High
C000215,0.9999359596442143,1,Very High
C000864,0.9999359445830339,1,Very High
C000373,0.9999359150092912,1,Very High
C001832,0.9999359033235354,1,Very High
C001895,0.9999357951601096,1,Very High
C000393,0.999935755893787,1,Very High
C004418,0.9999357488929421,1,Very High
C002708,0.9999356847576416,1,Very High
C002153,0.9999356390563171,1,Very High
C002145,0.9999355766515492,1,Very High
C001309,0.9999353798373627,1,Very High
C001030,0.999935365142363,1,Very High
C002834,0.9999352572282096,1,Very High
C001533,0.9999352099575517,1,Very High
C001746,0.9999351683417482,1,Very High
C004562,0.999935079104788,1,Very High
C000238,0.9999350274998746,1,Very High
C003633,0.999934969417069,1,Very High
C003550,0.9999349597861245,1,Very High
C003980,0.9999349295330269,1,Very High
C001723,0.9999349255741926,1,Very High
C004754,0.9999348506765843,1,Very High
C002526,0.9999346838199856,1,Very High
C002215,0.9999346801543837,1,Very High
C003357,0.9999346570049968,1,Very High
C001049,0.9999345799467552,1,Very High
C003457,0.9999344924162235,1,Very High
C002621,0.999934492307389,1,Very High
C001636,0.9999343824142665,1,Very High
C004400,0.9999341544950098,1,Very High
C003787,0.9999341367017018,1,Very High
C004001,0.9999339989274222,1,Very High
C001192,0.9999338588908607,1,Very High
C000292,0.999933699157329,1,Very High
C003048,0.9999336808985901,1,Very High
C004330,0.9999336381969978,1,Very High
C000645,0.9999336089674603,1,Very High
C004981,0.9999334740836328,1,Very High
C003561,0.999933460944851,1,Very High
C003481,0.9999334203605655,1,Very High
C003600,0.9999333584243805,1,Very High
C003044,0.9999333265378512,1,Very High
C003519,0.9999333083061465,1,Very High
C002277,0.999933235664901,1,Very High
C003252,0.9999331175619086,1,Very High
C003535,0.9999329504138299,1,Very High
C004044,0.9999328302444648,1,Very High
C002655,0.9999328130300522,1,Very High
C001209,0.9999327862099262,1,Very High
C004984,0.9999327077403578,1,Very High
C004861,0.9999327001369308,1,Very High
C000840,0.9999326967694357,1,Very High
C003674,0.9999326151167527,1,Very High
C001758,0.9999324762023379,1,Very High
C000807,0.9999324722813027,1,Very High
C003906,0.9999324076843107,1,Very High
C000999,0.999932316322708,1,Very High
C000989,0.9999318777662131,1,Very High
C001866,0.9999318352773073,1,Very High
C001400,0.9999316115835265,1,Very High
C004004,0.9999315855064578,1,Very High
C003241,0.9999315855064578,1,Very High
C004298,0.9999315773461235,1,Very High
C003228,0.9999315384285818,1,Very High
C002480,0.9999315047805992,1,Very High
C004836,0.9999314542859025,1,Very High
C003019,0.9999313791425769,1,Very High
C002347,0.9999311091558205,1,Very High
C002413,0.9999310880086659,1,Very High
C003613,0.999930904525895,1,Very High
C000011,0.9999307978486023,1,Very High
C003336,0.9999307246710784,1,Very High
C003013,0.9999305775979883,1,Very High
C003606,0.9999305068494428,1,Very High
C001807,0.9999304337544499,1,Very High
C004137,0.9999303445156195,1,Very High
C001227,0.9999303301302281,1,Very High
C002973,0.9999302922271673,1,Very High
C004729,0.9999302504278551,1,Very High
C001113,0.9999300935988356,1,Very High
C000282,0.9999300798140097,1,Very High
C001622,0.9999300749569539,1,Very High
C003454,0.9999300571823323,1,Very High
C002823,0.9999300293286326,1,Very High
C003871,0.9999299953787417,1,Very High
C003375,0.9999299771145568,1,Very High
C001317,0.999929931604866,1,Very High
C003392,0.9999298056220929,1,Very High
C001405,0.9999297979327016,1,Very High
C003841,0.9999297483224104,1,Very High
C003101,0.9999296687071784,1,Very High
C002282,0.999929665334242,1,Very High
C002856,0.999929614164178,1,Very High
C003305,0.9999295941525748,1,Very High
C001795,0.9999295920536814,1,Very High
C004638,0.9999295353531918,1,Very High
C002107,0.9999294881699066,1,Very High
C001320,0.9999294502455502,1,Very High
C004035,0.9999293437818347,1,Very High
C003466,0.9999293141960277,1,Very High
C003818,0.9999292517346643,1,Very High
C001174,0.9999291782423277,1,Very High
C004383,0.9999291455570369,1,Very High
C000995,0.9999291027353074,1,Very High
C000537,0.9999290238712343,1,Very High
C001250,0.9999289921929059,1,Very High
C000055,0.9999288907439151,1,Very High
C003972,0.9999288146787011,1,Very High
C000548,0.9999286780259696,1,Very High
C004543,0.9999286486912341,1,Very High
C002152,0.9999285767927013,1,Very High
C003184,0.9999283098325289,1,Very High
C002737,0.9999282565602998,1,Very High
C002402,0.9999281802269945,1,Very High
C003713,0.999927821502571,1,Very High
C000077,0.9999278191934122,1,Very High
C003347,0.9999276507382857,1,Very High
C001730,0.9999275157437482,1,Very High
C000460,0.9999274523310474,1,Very High
C000355,0.9999274320247256,1,Very High
C002880,0.9999273981091636,1,Very High
C001627,0.9999273580340197,1,Very High
C000697,0.9999273051854647,1,Very High
C003512,0.9999271430568355,1,Very High
C001384,0.9999270511890296,1,Very High
C003008,0.9999268949213177,1,Very High
C002729,0.9999268905709218,1,Very High
C002783,0.9999267377143444,1,Very High
C003016,0.9999267103404545,1,Very High
C000777,0.9999263490733576,1,Very High
C001382,0.999926256908293,1,Very High
C002563,0.999926231641386,1,Very High
C002010,0.9999259966312194,1,Very High
C002813,0.999925789847978,1,Very High
C003442,0.9999254906679632,1,Very High
C004776,0.9999253846895799,1,Very High
C000747,0.9999253640536109,1,Very High
C000746,0.9999253178649968,1,Very High
C002704,0.9999250835959718,1,Very High
C002755,0.999925001232265,1,Very High
C001210,0.9999249384967691,1,Very High
C004552,0.9999248476952267,1,Very High
C003322,0.9999246842413235,1,Very High
C003315,0.9999246412359218,1,Very High
C001941,0.9999246375374143,1,Very High
C001565,0.9999246270466899,1,Very High
C004228,0.9999245291537266,1,Very High
C003711,0.9999245286577145,1,Very High
C004762,0.9999244976745236,1,Very High
C001444,0.9999244602164159,1,Very High
C000609,0.9999244296801743,1,Very High
C002908,0.999924423296916,1,Very High
C004674,0.9999243866315826,1,Very High
C002438,0.9999243718302095,1,Very High
C001716,0.9999243012630126,1,Very High
C002144,0.9999241963286004,1,Very High
C002795,0.9999241690172358,1,Very High
C004014,0.9999241527682835,1,Very High
C000328,0.9999239901720146,1,Very High
C001042,0.9999239645165505,1,Very High
C004496,0.999923956860057,1,Very High
C001699,0.9999238699569873,1,Very High
C002055,0.9999238029197784,1,Very High
C004046,0.9999236965006433,1,Very High
C001032,0.9999235803416154,1,Very High
C004458,0.9999235589467104,1,Very High
C000618,0.9999235541933463,1,Very High
C004890,0.9999235537318001,1,Very High
C000838,0.9999235431600566,1,Very High
C003820,0.9999235110414033,1,Very High
C003554,0.9999234805257599,1,Very High
C000833,0.9999232704913548,1,Very High
C002012,0.9999231970030602,1,Very High
C002266,0.9999231275233356,1,Very High
C001120,0.9999231147230363,1,Very High
C001458,0.999923093407972,1,Very High
C002572,0.9999230768547476,1,Very High
C003292,0.9999229591758558,1,Very High
C002328,0.999922937985069,1,Very High
C000931,0.9999228842170025,1,Very High
C001415,0.9999228758370232,1,Very High
C003518,0.9999228560561566,1,Very High
C000183,0.9999228475830338,1,Very High
C002085,0.9999228170930096,1,Very High
C002760,0.9999228027760654,1,Very High
C004205,0.9999227304313212,1,Very High
C001503,0.9999226906802969,1,Very High
C003109,0.9999226235862777,1,Very High
C002345,0.9999226061778531,1,Very High
C001300,0.9999224920265536,1,Very High
C000278,0.99992247118355,1,Very High
C004297,0.9999224431637554,1,Very High
C002172,0.9999224001594499,1,Very High
C003666,0.9999223564937203,1,Very High
C000162,0.9999222580234386,1,Very High
C004307,0.9999222197689317,1,Very High
C003862,0.9999220038007577,1,Very High
C002134,0.999921913082122,1,Very High
C003886,0.9999218945786683,1,Very High
C001875,0.9999216890628304,1,Very High
C000920,0.9999216861927256,1,Very High
C001753,0.9999214625307351,1,Very High
C001340,0.9999214585554709,1,Very High
C000084,0.9999213752478011,1,Very High
C003489,0.9999213616940718,1,Very High
C003604,0.9999213491247916,1,Very High
C002691,0.999921074924691,1,Very High
C002686,0.9999208065472988,1,Very High
C001028,0.9999207956064696,1,Very High
C002535,0.9999206939069827,1,Very High
C003988,0.9999206222260173,1,Very High
C002356,0.9999204887874162,1,Very High
C000100,0.9999201093908853,1,Very High
C003242,0.9999200894846992,1,Very High
C001006,0.9999198065101855,1,Very High
C000658,0.9999197812400386,1,Very High
C003651,0.9999196346305141,1,Very High
C003447,0.9999195578749154,1,Very High
C004779,0.9999195499853096,1,Very High
C003395,0.999919317419238,1,Very High
C004238,0.9999192779950635,1,Very High
C004040,0.9999192552197099,1,Very High
C003261,0.9999192415608248,1,Very High
C004051,0.9999192213500571,1,Very High
C002759,0.9999191289402606,1,Very High
C004590,0.9999189772264011,1,Very High
C004198,0.9999189546186246,1,Very High
C001782,0.9999188956263277,1,Very High
C002449,0.9999187266746858,1,Very High
C002915,0.9999184044111038,1,Very High
C000283,0.999918392216528,1,Very High
C000207,0.9999183621504774,1,Very High
C003648,0.9999182944568268,1,Very High
C001553,0.9999181842872092,1,Very High
C004515,0.999918166813338,1,Very High
C003358,0.9999181344658262,1,Very High
C000731,0.9999179514895772,1,Very High
C000918,0.9999178414951146,1,Very High
C000595,0.9999178400334965,1,Very High
C000033,0.9999176887152057,1,Very High
C000956,0.9999175816426095,1,Very High
C001800,0.9999175035822958,1,Very High
C004422,0.9999174882007268,1,Very High
C003799,0.9999174286333813,1,Very High
C004191,0.9999172999031193,1,Very High
C004359,0.9999172792064687,1,Very High
C004329,0.9999172542543796,1,Very High
C003909,0.9999172395172854,1,Very High
C004263,0.999917225828459,1,Very High
C003743,0.9999172242009585,1,Very High
C002579,0.9999172080199331,1,Very High
C004539,0.999917055858576,1,Very High
C000348,0.9999169717452604,1,Very High
C002721,0.9999169689200073,1,Very High
C000391,0.9999169268004824,1,Very High
C001855,0.9999167973524064,1,Very High
C000560,0.9999167573268688,1,Very High
C001918,0.999916612034086,1,Very High
C004708,0.999916611113733,1,Very High
C000732,0.9999165120557141,1,Very High
C003566,0.9999164963359741,1,Very High
C001829,0.9999163516455528,1,Very High
C004321,0.9999162943076692,1,Very High
C004881,0.9999162255273031,1,Very High
C001809,0.9999161415082883,1,Very High
C004096,0.9999161373195847,1,Very High
C000380,0.9999160544149432,1,Very High
C004308,0.9999160294247503,1,Very High
C004966,0.9999160148194804,1,Very High
C001903,0.9999159364477376,1,Very High
C002946,0.9999158402181946,1,Very High
C002103,0.9999157570730448,1,Very High
C000992,0.9999157169538931,1,Very High
C002832,0.9999154039901886,1,Very High
C001944,0.9999153927756081,1,Very High
C000122,0.9999153894839852,1,Very High
C000676,0.9999152383385783,1,Very High
C000902,0.9999152352713243,1,Very High
C003188,0.9999150060356383,1,Very High
C001170,0.9999148609526857,1,Very High
C002000,0.9999148383652784,1,Very High
C004009,0.999914718287546,1,Very High
C002697,0.999914630172864,1,Very High
C004987,0.9999146230534739,1,Very High
C000400,0.9999145519662328,1,Very High
C000044,0.9999145070747458,1,Very High
C004548,0.9999144911537579,1,Very High
C004597,0.9999143941999574,1,Very High
C002048,0.999914369822545,1,Very High
C000711,0.9999142971538953,1,Very High
C001488,0.9999142586675328,1,Very High
C000137,0.9999140997336948,1,Very High
C002987,0.9999140880099796,1,Very High
C003945,0.9999140762038226,1,Very High
C003424,0.9999138756945243,1,Very High
C003091,0.999913799337496,1,Very High
C001988,0.9999137779603093,1,Very High
C000709,0.9999137727593983,1,Very High
C002577,0.9999136688671272,1,Very High
C004474,0.9999136480500164,1,Very High
C000760,0.9999136110336349,1,Very High
C004430,0.9999133906028597,1,Very High
C002394,0.9999133337699398,1,Very High
C004518,0.9999130377537511,1,Very High
C000414,0.9999130302373697,1,Very High
C000047,0.9999130090465429,1,Very High
C000837,0.9999129275521276,1,Very High
C004454,0.9999125276443683,1,Very High
C001361,0.999912457488388,1,Very High
C001788,0.9999124527110745,1,Very High
C000313,0.9999123370554779,1,Very High
C000818,0.9999115917320972,1,Very High
C000479,0.9999115873981175,1,Very High
C002882,0.9999114318512978,1,Very High
C004899,0.9999113263897738,1,Very High
C001321,0.9999111514198279,1,Very High
C000325,0.9999110121869242,1,Very High
C003453,0.9999109837526471,1,Very High
C002610,0.9999106387169986,1,Very High
C000575,0.9999105104887962,1,Very High
C004464,0.9999103036505821,1,Very High
C004721,0.9999102476967678,1,Very High
C001980,0.9999100886433222,1,Very High
C000402,0.9999100392505701,1,Very High
C001368,0.9999097406009558,1,Very High
C003130,0.9999095930645584,1,Very High
C001803,0.999909385748115,1,Very High
C000858,0.9999093780577644,1,Very High
C001815,0.9999092678878004,1,Very High
C001552,0.9999090720907399,1,Very High
C000246,0.9999089878411734,1,Very High
C002460,0.9999089844146778,1,Very High
C004215,0.999908815278119,1,Very High
C001040,0.9999087998376676,1,Very High
C004054,0.999908755719494,1,Very High
C001694,0.999908749900818,1,Very High
C004167,0.9999087334580488,1,Very High
C004780,0.9999087182616424,1,Very High
C000086,0.9999087059664991,1,Very High
C004891,0.9999086766700999,1,Very High
C002768,0.9999082968038864,1,Very High
C001870,0.9999082770695508,1,Very High
C002642,0.999908163469048,1,Very High
C000034,0.9999075652751054,1,Very High
C002958,0.9999071726998966,1,Very High
C000166,0.9999070801369395,1,Very High
C003877,0.9999070311480549,1,Very High
C001258,0.9999069704270647,1,Very High
C002758,0.9999069400512098,1,Very High
C003675,0.9999069213103109,1,Very High
C003477,0.999906901965285,1,Very High
C002230,0.9999067327549183,1,Very High
C003104,0.9999066806310629,1,Very High
C003083,0.9999066168033474,1,Very High
C000128,0.9999065629383448,1,Very High
C001837,0.9999060765102763,1,Very High
C002360,0.9999057660061061,1,Very High
C000340,0.9999055573060555,1,Very High
C003078,0.9999055008214287,1,Very High
C004234,0.9999054384860294,1,Very High
C000633,0.9999054208520967,1,Very High
C001140,0.999905243245168,1,Very High
C001629,0.9999050813679438,1,Very High
C001805,0.9999049978567324,1,Very High
